accession	description
"SRR14822851"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_C12_P2"
"SRR14822853"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_C2_P2"
"SRR14822855"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_C4_P2"
"SRR14822857"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_C6_P2"
"SRR14822859"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_C8_P2"
"SRR14822861"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_D10_P2"
"SRR14822864"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_D1_P2"
"SRR14822866"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_D3_P2"
"SRR14822869"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_D6_P2"
"SRR14822872"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_D9_P2"
"SRR14822874"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_E11_P2"
"SRR14822876"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_E2_P2"
"SRR14822878"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_E4_P2"
"SRR14822880"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_E6_P2"
"SRR14822882"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_E8_P2"
"SRR14822884"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_F10_P2"
"SRR14822886"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_F1_P2"
"SRR14822888"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_F3_P2"
"SRR14822889"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_F4_P2"
"SRR14823108"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_A9_P5"
"SRR14823110"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_B11_P5"
"SRR14823111"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_B12_P5"
"SRR14823114"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_B3_P5"
"SRR14823115"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_B4_P5"
"SRR14823117"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_B6_P5"
"SRR14823120"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_B9_P5"
"SRR14823121"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_C10_P5"
"SRR14823122"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_C11_P5"
"SRR14823123"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_C12_P5"
"SRR14823124"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_C1_P5"
"SRR14823128"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_C4_P5"
"SRR14823130"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_C6_P5"
"SRR14823131"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_C7_P5"
"SRR14823133"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_C9_P5"
"SRR14823136"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_D12_P5"
"SRR14823139"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_D4_P5"
"SRR14823140"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_D5_P5"
"SRR14823142"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_D7_P5"
"SRR14823145"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_E10_P5"
"SRR14823146"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_E11_P5"
"SRR14823149"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_E3_P5"
"SRR14823151"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_E5_P5"
"SRR14823155"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_E9_P5"
"SRR14823156"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_F10_P5"
"SRR14823159"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_F2_P5"
"SRR14823160"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_F3_P5"
"SRR14823162"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_2_F5_P5"
"SRR13977540"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 18-posttreatment_tumor-exome"
"SRR13977445"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 1-baseline_tumor-capture"
"SRR13977453"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 2-tumor-capture"
"SRR13977454"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 3-baseline_tumor-capture"
"SRR13977457"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 4-baseline_tumor-capture"
"SRR13977461"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 5-baseline_tumor-capture"
"SRR13977541"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 19-baseline_tumor-capture"
"SRR13977546"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 19-posttreatment_tumor-exome"
"SRR13977676"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 22-posttreatment_tumor-exome"
"SRR13977682"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 23-posttreatment_tumor-exome"
"SRR13977688"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 24-posttreatment_tumor-exome"
"SRR13977709"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 27-baseline_R5-capture"
"SRR13977719"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 28-baseline_tumor-capture"
"SRR13977725"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 28-posttreatment_tumor-exome"
"SRR13977728"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 29-posttreatment_tumor-exome"
"SRR13977749"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 32-baseline_tumor-capture"
"SRR13977527"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 17-posttreatment_tumor-exome"
"SRR13977769"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 33-posttreatment_tumor-exome"
"SRR13977776"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 34-posttreatment_tumor-exome"
"SRR13977782"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 35-posttreatment_tumor-exome"
"SRR13977784"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 36-baseline_tumor-capture"
"SRR13977788"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 37-baseline_tumor-capture"
"SRR13977792"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 38-baseline_tumor-capture"
"SRR13977574"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 39-posttreatment_tumor-exome"
"SRR13977582"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 41-baseline_tumor-capture"
"SRR13977592"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 43-baseline_tumor-capture"
"SRR13977598"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 44-baseline_tumor-capture"
"SRR13977603"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 46-baseline_tumor-capture"
"SRR13977613"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 48-baseline_tumor-capture"
"SRR13977625"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 50-baseline_tumor-capture"
"SRR13977464"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 6-baseline_tumor-capture"
"SRR13977554"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 20-posttreatment_tumor-exome"
"SRR13977556"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 21-baseline_tumor-capture"
"SRR13977569"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 21-posttreatment_tumor-exome"
"SRR13977677"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 23-baseline_tumor-capture"
"SRR13977683"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 24-baseline_tumor-capture"
"SRR13977689"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 25-baseline_tumor-capture"
"SRR13977695"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 25-posttreatment_tumor-exome"
"SRR13977697"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 26-baseline_tumor-capture"
"SRR13977708"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 26-posttreatment_tumor-exome"
"SRR13977718"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 27-posttreatment_tumor-exome"
"SRR13977729"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 30-baseline_tumor-capture"
"SRR13977735"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 30-posttreatment_tumor-exome"
"SRR13977737"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 31-baseline_tumor-capture"
"SRR13977747"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 31-posttreatment_tumor-exome"
"SRR13977641"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 53-baseline_tumor-capture"
"SRR13977651"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 20-baseline_tumor-capture"
"SRR13977467"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 7-baseline_tumor-capture"
"SRR13977470"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 8-baseline_tumor-capture"
"SRR13977472"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 9-baseline_tumor-capture"
"SRR13977475"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 10-baseline_tumor-capture"
"SRR13977478"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 11-baseline_tumor-capture"
"SRR13977481"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 12-baseline_tumor-capture"
"SRR13977485"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 13-baseline_tumor-capture"
"SRR13977491"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens: head and neck squamous cell carcinoma patient derived xenograft: Sample 13-tram1_xenograft-rna"
"SRR13977494"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens: head and neck squamous cell carcinoma patient derived xenograft: Sample 13-tram2_xenograft-rna"
"SRR13977497"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens: head and neck squamous cell carcinoma patient derived xenograft: Sample 13-tram3_xenograft-rna"
"SRR13977499"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens: head and neck squamous cell carcinoma patient derived xenograft: Sample 13-vehicle1_xenograft-rna"
"SRR13977501"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens: head and neck squamous cell carcinoma patient derived xenograft: Sample 13-vehicle2_xenograft-rna"
"SRR13977503"	"Illumina HiSeq 4000 sequencing; RNAseq of Homo sapiens: head and neck squamous cell carcinoma patient derived xenograft: Sample 13-vehicle3_xenograft-rna"
"SRR13977506"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 14-primary_tumor-capture"
"SRR13977510"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 15-baseline_tumor-capture"
"SRR13977514"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 16-baseline_tumor-capture"
"SRR13977516"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 17-baseline_tumor-capture"
"SRR13977528"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 18-baseline_tumor-capture"
"SRR13977758"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 32-posttreatment_tumor-exome"
"SRR13977759"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 33-baseline_tumor-capture"
"SRR13977771"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 34-baseline_tumor-capture"
"SRR13977797"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 38-posttreatment_tumor-exome"
"SRR13977798"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 39-baseline_tumor-capture"
"SRR13977575"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 40-baseline_tumor-capture"
"SRR13977581"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 40-posttreatment_tumor-exome"
"SRR13977587"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 41-posttreatment_tumor-exome"
"SRR13977591"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 42-posttreatment_tumor-exome"
"SRR13977608"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 47-baseline_tumor-capture"
"SRR13977619"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 49-baseline_tumor-capture"
"SRR13977630"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 51-baseline_tumor-capture"
"SRR13977636"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: head and neck squamous cell carcinoma: Sample 52-baseline_tumor-capture"
"SRR13977459"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: relapsed head and neck squamous cell carcinoma: Sample 4-relapse_tumor-capture"
"SRR13977490"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: head and neck squamous cell carcinoma patient derived xenograft: Sample 13-tram1_xenograft-exome"
"SRR13977493"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: head and neck squamous cell carcinoma patient derived xenograft: Sample 13-tram2_xenograft-exome"
"SRR13977496"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: head and neck squamous cell carcinoma patient derived xenograft: Sample 13-tram3_xenograft-exome"
"SRR13977508"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: relapsed head and neck squamous cell carcinoma: Sample 14-relapse_tumor-capture"
"SRR1058066"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058067"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058069"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058070"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058072"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058074"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058076"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058078"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058080"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058082"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058083"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058085"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058087"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058089"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058091"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058093"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058095"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058097"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058099"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058068"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058071"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058073"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058075"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058077"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058079"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058081"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058084"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058086"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058088"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058090"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058092"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058094"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058096"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR1058098"	"Illumina HiSeq 2500 sequencing; Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV  and HPV- tumors."
"SRR6314689"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Head and Neck Squamous Cell Carcinoma"
"SRR13977531"	"Illumina HiSeq 4000 sequencing; Exome sequence of Homo sapiens: normal tissue of head and neck squamous cell carcinoma patient: Sample 18-normal-exome"
"SRR13977535"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 18-posttreatment_R5-capture"
"SRR13977536"	"Illumina HiSeq 4000 sequencing; Custom capture DNA sequence of Homo sapiens: post-treatment head and neck squamous cell carcinoma: Sample 18-posttreatment_R6-capture"
