accession	description
"SRR11620361"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14412944"
"SRR11620362"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14412945"
"SRR11620364"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14412947"
"SRR11620367"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14412950"
"SRR11620368"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14412951"
"SRR11619188"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413701"
"SRR11619190"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413703"
"SRR11619191"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413704"
"SRR11619196"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413709"
"SRR11619199"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413712"
"SRR11619300"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413813"
"SRR11619704"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413817"
"SRR11620435"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413018"
"SRR11620436"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413019"
"SRR11620437"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413020"
"SRR11620438"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413021"
"SRR11620439"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413022"
"SRR11620440"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413023"
"SRR11620441"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413024"
"SRR11620442"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413025"
"SRR11620443"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413026"
"SRR11620448"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413031"
"SRR11620449"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413032"
"SRR11620450"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413033"
"SRR11620451"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413034"
"SRR11620457"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413040"
"SRR11620458"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413041"
"SRR11620459"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413042"
"SRR11618589"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413093"
"SRR11618590"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413094"
"SRR11618593"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413097"
"SRR11618599"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413103"
"SRR11618601"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413105"
"SRR11618602"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413106"
"SRR11618603"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413107"
"SRR11618604"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413108"
"SRR11618605"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413109"
"SRR11618606"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413110"
"SRR11618607"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413111"
"SRR11618608"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413112"
"SRR11618609"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413113"
"SRR11618610"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413284"
"SRR11618614"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413288"
"SRR11618622"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413296"
"SRR11618623"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413297"
"SRR11618624"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413298"
"SRR11618625"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413299"
"SRR11618626"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413300"
"SRR11618627"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413301"
"SRR11618628"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413302"
"SRR11618629"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413303"
"SRR11618630"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413304"
"SRR11618632"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413306"
"SRR11618633"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413307"
"SRR11618634"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413308"
"SRR11618635"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413309"
"SRR11618636"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413310"
"SRR11618637"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413311"
"SRR11618641"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14413315"
"SRR11620531"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14414084"
"SRR11620532"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14414085"
"SRR11620533"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14414086"
"SRR11620534"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14414087"
"SRR11620535"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14414088"
"SRR11620536"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN14414089"
"SRR10795976"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355726"
"SRR10795978"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355728"
"SRR10795980"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355730"
"SRR10795982"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355732"
"SRR10795984"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355734"
"SRR10795985"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355735"
"SRR10795987"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355737"
"SRR10795988"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355738"
"SRR10795990"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355740"
"SRR10795992"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355742"
"SRR10795993"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355743"
"SRR10795995"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355745"
"SRR10780547"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358929"
"SRR10780549"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358931"
"SRR10780552"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358934"
"SRR10780554"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358936"
"SRR10780556"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358938"
"SRR10780558"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358940"
"SRR10780560"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358942"
"SRR10780562"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358944"
"SRR10780564"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358946"
"SRR10780566"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358948"
"SRR10780568"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358950"
"SRR10780570"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358952"
"SRR10796447"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373806"
"SRR10796448"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373807"
"SRR10796450"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373809"
"SRR10796453"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373812"
"SRR10796455"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373814"
"SRR10796464"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373823"
"SRR10796466"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373825"
"SRR10796471"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373830"
"SRR10796473"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373832"
"SRR10796474"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373833"
"SRR10796475"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373834"
"SRR10796478"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373837"
"SRR10796480"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373839"
"SRR10796481"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373840"
"SRR10794589"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355746"
"SRR10794592"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355749"
"SRR10794595"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355752"
"SRR10794598"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355755"
"SRR10794600"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355757"
"SRR10794603"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355760"
"SRR10794606"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355763"
"SRR10794609"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355766"
"SRR10794610"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355767"
"SRR10794612"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355769"
"SRR10794613"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355770"
"SRR10794615"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355772"
"SRR10794616"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355773"
"SRR10794618"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355775"
"SRR10794619"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355776"
"SRR10794621"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355778"
"SRR10794622"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355779"
"SRR10794624"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355781"
"SRR10794625"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355782"
"SRR10794627"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355784"
"SRR10794628"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355785"
"SRR10794631"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355788"
"SRR10794634"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355791"
"SRR10794637"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355794"
"SRR10794639"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355796"
"SRR10796500"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373859"
"SRR10796501"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373860"
"SRR10796502"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373861"
"SRR10796503"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373862"
"SRR10796505"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373864"
"SRR10796509"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373868"
"SRR10796511"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373870"
"SRR10796514"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373873"
"SRR10796517"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373876"
"SRR10796522"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373881"
"SRR10797140"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373885"
"SRR10797142"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373887"
"SRR10797143"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373888"
"SRR10797147"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373892"
"SRR10797148"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373893"
"SRR10797149"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373894"
"SRR10797150"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373895"
"SRR10797157"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373903"
"SRR10797158"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373904"
"SRR10797159"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373905"
"SRR10794657"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355814"
"SRR10794658"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355815"
"SRR10794661"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355818"
"SRR10794662"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355819"
"SRR10794663"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355820"
"SRR10794664"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355821"
"SRR10794665"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355822"
"SRR10794667"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355824"
"SRR10794668"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355825"
"SRR10794670"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355827"
"SRR10794671"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355828"
"SRR10794675"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355832"
"SRR10794676"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355833"
"SRR10791424"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355834"
"SRR10791425"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355835"
"SRR10791428"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355838"
"SRR10791431"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355841"
"SRR10791432"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355842"
"SRR10791436"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355846"
"SRR10791437"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355847"
"SRR10791438"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355848"
"SRR10791439"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355849"
"SRR10791440"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355850"
"SRR10791441"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355851"
"SRR10791442"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355852"
"SRR10791445"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355855"
"SRR10791447"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355857"
"SRR10791448"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355858"
"SRR10791449"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355859"
"SRR10791450"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355860"
"SRR10791452"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355862"
"SRR10791453"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355863"
"SRR10791456"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355866"
"SRR10791460"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355870"
"SRR10791461"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355871"
"SRR10791462"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355872"
"SRR10780677"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359059"
"SRR10797183"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373929"
"SRR10797184"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373930"
"SRR10797185"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373931"
"SRR10797186"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373932"
"SRR10797189"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373935"
"SRR10797192"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373938"
"SRR10797195"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373941"
"SRR10797198"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373944"
"SRR10797201"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373947"
"SRR10797204"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373950"
"SRR10797206"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373952"
"SRR10797211"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373957"
"SRR10797216"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373962"
"SRR10797217"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373963"
"SRR10797219"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373965"
"SRR10797220"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373966"
"SRR10797221"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373967"
"SRR10797223"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13373969"
"SRR10791467"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355877"
"SRR10791469"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355879"
"SRR10791472"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355882"
"SRR10791474"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355884"
"SRR10791475"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355885"
"SRR10791477"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355887"
"SRR10791478"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355888"
"SRR10791479"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13355889"
"SRR10791481"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356898"
"SRR10791483"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356900"
"SRR10791484"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356901"
"SRR10791485"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356902"
"SRR10791487"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356904"
"SRR10791491"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356908"
"SRR10791492"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356909"
"SRR10791493"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356910"
"SRR10791495"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356912"
"SRR10791497"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356914"
"SRR10791499"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356916"
"SRR10791501"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356918"
"SRR10791503"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356920"
"SRR10791505"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356922"
"SRR10791506"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356923"
"SRR10791508"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356925"
"SRR10791509"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356926"
"SRR10791510"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356927"
"SRR10791511"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356928"
"SRR10778806"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356929"
"SRR10778809"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356932"
"SRR10778810"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356933"
"SRR10778812"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356935"
"SRR10778815"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356938"
"SRR10778817"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356940"
"SRR10778818"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356941"
"SRR10778820"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356943"
"SRR10778821"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356944"
"SRR10780738"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359120"
"SRR10780741"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359123"
"SRR10780743"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13359125"
"SRR10795328"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370841"
"SRR10795330"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370843"
"SRR10795332"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370845"
"SRR10795333"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370846"
"SRR10795335"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370848"
"SRR10795337"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370850"
"SRR10795339"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370852"
"SRR10795340"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370853"
"SRR10795341"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370854"
"SRR10795342"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370855"
"SRR10795344"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370857"
"SRR10795345"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370858"
"SRR10795346"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370859"
"SRR10795348"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370861"
"SRR10795349"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370862"
"SRR10795350"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370863"
"SRR10795352"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370865"
"SRR10795353"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370866"
"SRR10795354"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13370867"
"SRR10794851"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364213"
"SRR10796961"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364214"
"SRR10796962"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364215"
"SRR10796963"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364216"
"SRR10796964"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364217"
"SRR10796965"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364218"
"SRR10796966"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364219"
"SRR10796967"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364220"
"SRR10796968"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364221"
"SRR10796969"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364222"
"SRR10796970"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364223"
"SRR10796971"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364224"
"SRR10796972"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364225"
"SRR10796973"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364226"
"SRR10796974"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364227"
"SRR10796975"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364228"
"SRR10796976"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364229"
"SRR10796977"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364230"
"SRR10796978"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364231"
"SRR10796979"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364232"
"SRR10796980"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364233"
"SRR10796981"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364234"
"SRR10796982"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364235"
"SRR10796983"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364236"
"SRR10796984"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364237"
"SRR10796985"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13364238"
"SRR10785805"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366031"
"SRR10785806"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366032"
"SRR10785807"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366033"
"SRR10785808"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13366034"
