accession	description
"SRR10793455"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369935"
"SRR10790477"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372817"
"SRR10790478"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372818"
"SRR10790479"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372819"
"SRR10790480"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372820"
"SRR10790481"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372821"
"SRR10790484"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372824"
"SRR10790486"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372826"
"SRR10798362"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375984"
"SRR10798365"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375987"
"SRR10798367"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375989"
"SRR10796786"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375991"
"SRR10796787"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375992"
"SRR10796788"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375993"
"SRR10796789"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375994"
"SRR10796790"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375995"
"SRR10796791"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375996"
"SRR10796792"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375997"
"SRR10796793"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13375998"
"SRR10796802"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13376007"
"SRR10796804"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13376009"
"SRR10796806"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13376011"
"SRR10796807"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13376012"
"SRR10796811"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13376016"
"SRR10778239"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13354915"
"SRR10778241"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13354917"
"SRR10778243"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13354919"
"SRR10778245"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13354921"
"SRR10778248"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13354924"
"SRR10778250"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13354926"
"SRR10778251"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13354927"
"SRR10792625"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365679"
"SRR10792626"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365680"
"SRR10792627"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365681"
"SRR10792630"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365684"
"SRR10792636"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365690"
"SRR10792637"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365691"
"SRR10792638"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365692"
"SRR10792640"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365694"
"SRR10792641"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365695"
"SRR10792642"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365696"
"SRR10792643"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365697"
"SRR10792644"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365698"
"SRR10792648"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365702"
"SRR10792649"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365703"
"SRR10792651"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365705"
"SRR10792652"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365706"
"SRR10785570"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365708"
"SRR10785571"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365709"
"SRR10787061"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367375"
"SRR10787062"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367376"
"SRR10787064"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367378"
"SRR10787065"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367379"
"SRR10787066"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367380"
"SRR10787067"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367381"
"SRR10787068"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367382"
"SRR10787069"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367383"
"SRR10787070"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367384"
"SRR10787071"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367385"
"SRR10787072"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367386"
"SRR10787073"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367387"
"SRR10787074"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367388"
"SRR10787075"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367389"
"SRR10787076"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367390"
"SRR10787077"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367391"
"SRR10787078"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367392"
"SRR10787079"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367393"
"SRR10787080"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367394"
"SRR10787081"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367395"
"SRR10787082"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367396"
"SRR10787083"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367397"
"SRR10787084"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367398"
"SRR10787085"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367399"
"SRR10787086"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367400"
"SRR10787087"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367401"
"SRR10787088"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367402"
"SRR10787089"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367403"
"SRR10787090"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367404"
"SRR10787091"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367405"
"SRR10787092"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367406"
"SRR10787093"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367407"
"SRR10787094"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367408"
"SRR10787095"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367409"
"SRR10787096"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367410"
"SRR10787097"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367411"
"SRR10787098"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367412"
"SRR10787099"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367413"
"SRR10787100"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367414"
"SRR10787101"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367415"
"SRR10787102"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367416"
"SRR10787103"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367417"
"SRR10787104"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367418"
"SRR10787105"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367419"
"SRR10787106"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367420"
"SRR10787107"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367421"
"SRR10787108"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367422"
"SRR10787109"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367423"
"SRR10787110"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367424"
"SRR10787111"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367425"
"SRR10787112"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367426"
"SRR10787113"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367427"
"SRR10787114"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367428"
"SRR10787115"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367429"
"SRR10787116"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367430"
"SRR10787117"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367431"
"SRR10787118"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367432"
"SRR10787119"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367433"
"SRR10787120"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367434"
"SRR10787121"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367435"
"SRR10787122"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367436"
"SRR10787123"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367437"
"SRR10787124"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367438"
"SRR10793456"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369936"
"SRR10793457"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369937"
"SRR10793458"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369938"
"SRR10793459"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369939"
"SRR10793460"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369940"
"SRR10793461"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369941"
"SRR10793462"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369942"
"SRR10793463"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369943"
"SRR10793464"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369944"
"SRR10793465"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369945"
"SRR10793466"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369946"
"SRR10793467"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369947"
"SRR10793468"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369948"
"SRR10793469"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369949"
"SRR10793470"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369950"
"SRR10793471"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369951"
"SRR10793472"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369952"
"SRR10793473"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369953"
"SRR10793474"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369954"
"SRR10793475"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369955"
"SRR10793476"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369956"
"SRR10793477"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369957"
"SRR10793478"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369958"
"SRR10793479"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369959"
"SRR10793480"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369960"
"SRR10793481"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369961"
"SRR10793482"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369962"
"SRR10793483"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369963"
"SRR10793484"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369964"
"SRR10793485"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369965"
"SRR10793486"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369966"
"SRR10793487"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369967"
"SRR10793488"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369968"
"SRR10793489"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369969"
"SRR10793490"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369970"
"SRR10793491"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369971"
"SRR10793492"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369972"
"SRR10793493"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369973"
"SRR10793494"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369974"
"SRR10793495"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369975"
"SRR10793496"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369976"
"SRR10793497"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369977"
"SRR10793498"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369978"
"SRR10793499"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369979"
"SRR10793500"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369980"
"SRR10793501"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369981"
"SRR10793502"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369982"
"SRR10793503"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369983"
"SRR10793504"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369984"
"SRR10793505"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369985"
"SRR10793506"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369986"
"SRR10793507"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369987"
"SRR10793508"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369988"
"SRR10793509"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369989"
"SRR10793510"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369990"
"SRR10793511"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369991"
"SRR10793512"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369992"
"SRR10793513"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369993"
"SRR10793514"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369994"
"SRR10793515"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369995"
"SRR10793516"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369996"
"SRR10793517"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369997"
"SRR10793518"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369998"
"SRR10793519"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369999"
"SRR10790541"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372881"
"SRR10790542"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372882"
"SRR10790543"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372883"
"SRR10790544"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372884"
"SRR10790545"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372885"
"SRR10790546"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372886"
"SRR10790547"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372887"
